Code,Year,TFP
DEU,1956,0.4381093
DEU,1957,0.4507851
DEU,1958,0.4614977
DEU,1959,0.48570603
DEU,1960,0.51196116
DEU,1961,0.52098215
DEU,1962,0.5343301
DEU,1963,0.5385132
DEU,1964,0.5518788
DEU,1965,0.5677491
DEU,1966,0.57145065
DEU,1967,0.57488626
DEU,1968,0.5933562
DEU,1969,0.61990273
DEU,1970,0.6317424
DEU,1971,0.64187074
DEU,1972,0.6571025
DEU,1973,0.6763403
DEU,1974,0.68159693
DEU,1975,0.68368244
DEU,1976,0.7024203
DEU,1977,0.7165788
DEU,1978,0.72435874
DEU,1979,0.7347187
DEU,1980,0.7292825
DEU,1981,0.7263135
DEU,1982,0.71983314
DEU,1983,0.72765654
DEU,1984,0.73865694
DEU,1985,0.7473992
DEU,1986,0.7532862
DEU,1987,0.7555202
DEU,1988,0.7694763
DEU,1989,0.7885583
DEU,1990,0.82394266
DEU,1991,0.87448984
DEU,1992,0.882075
DEU,1993,0.88192
DEU,1994,0.8966909
DEU,1995,0.899681
DEU,1996,0.9035632
DEU,1997,0.91311693
DEU,1998,0.9158836
DEU,1999,0.9196885
DEU,2000,0.9295579
DEU,2001,0.9387414
DEU,2002,0.9354855
DEU,2003,0.9328994
DEU,2004,0.93570024
DEU,2005,0.94168323
DEU,2006,0.9574862
DEU,2007,0.96672165
DEU,2008,0.96098214
DEU,2009,0.9185058
DEU,2010,0.9394758
DEU,2011,0.96052027
DEU,2012,0.96233785
DEU,2013,0.9622288
DEU,2014,0.970328
DEU,2015,0.9741664
DEU,2016,0.9845557
DEU,2017,0.9987526
DEU,2018,0.99734634
DEU,2019,0.99837124
DEU,2020,0.9853351
DEU,2021,1
DEU,2022,1.0016721
DEU,2023,0.99419236
GRC,1955,0.6289341
GRC,1956,0.67583144
GRC,1957,0.71425813
GRC,1958,0.73325247
GRC,1959,0.74609613
GRC,1960,0.7458552
GRC,1961,0.8259576
GRC,1962,0.8195764
GRC,1963,0.8978801
GRC,1964,0.95796704
GRC,1965,1.0258132
GRC,1966,1.061268
GRC,1967,1.0932937
GRC,1968,1.1415119
GRC,1969,1.2233453
GRC,1970,1.2875297
GRC,1971,1.3228056
GRC,1972,1.3779777
GRC,1973,1.40695
GRC,1974,1.2770406
GRC,1975,1.318746
GRC,1976,1.3578434
GRC,1977,1.3501348
GRC,1978,1.3976893
GRC,1979,1.3857913
GRC,1980,1.3464046
GRC,1981,1.2630187
GRC,1982,1.2271184
GRC,1983,1.1852968
GRC,1984,1.2093545
GRC,1985,1.1962723
GRC,1986,1.1827537
GRC,1987,1.1505531
GRC,1988,1.1731331
GRC,1989,1.1823033
GRC,1990,1.1628523
GRC,1991,1.1817671
GRC,1992,1.1558995
GRC,1993,1.1112884
GRC,1994,1.1172421
GRC,1995,1.1243242
GRC,1996,1.1233943
GRC,1997,1.1454674
GRC,1998,1.1332688
GRC,1999,1.1369405
GRC,2000,1.1545702
GRC,2001,1.1823318
GRC,2002,1.2008659
GRC,2003,1.2368528
GRC,2004,1.2660093
GRC,2005,1.2396775
GRC,2006,1.2846621
GRC,2007,1.2926409
GRC,2008,1.2651088
GRC,2009,1.211013
GRC,2010,1.1718526
GRC,2011,1.0777799
GRC,2012,1.0042844
GRC,2013,0.9877078
GRC,2014,0.9917553
GRC,2015,1.0105729
GRC,2016,0.9900999
GRC,2017,1.0045867
GRC,2018,0.99377793
GRC,2019,1.0148458
GRC,2020,0.98893094
GRC,2021,1
GRC,2022,1.0286541
GRC,2023,1.0392672
GTM,1954,0.9896253
GTM,1955,0.9671179
GTM,1956,0.9933708
GTM,1957,0.9947355
GTM,1958,1.0045066
GTM,1959,1.0101746
GTM,1960,1.0077991
GTM,1961,1.0273917
GTM,1962,1.0310323
GTM,1963,1.0899023
GTM,1964,1.0879897
GTM,1965,1.0835166
GTM,1966,1.1024086
GTM,1967,1.1061591
GTM,1968,1.1415104
GTM,1969,1.1553172
GTM,1970,1.1844224
GTM,1971,1.1900073
GTM,1972,1.216929
GTM,1973,1.2341601
GTM,1974,1.2590235
GTM,1975,1.2303954
GTM,1976,1.2343351
GTM,1977,1.2423904
GTM,1978,1.21384
GTM,1979,1.1950011
GTM,1980,1.182741
GTM,1981,1.13958
GTM,1982,1.0906048
GTM,1983,1.0599486
GTM,1984,1.0333264
GTM,1985,1.0175369
GTM,1986,1.0154005
GTM,1987,1.0145159
GTM,1988,1.0110953
GTM,1989,1.0006667
GTM,1990,1.0090685
GTM,1991,1.019602
GTM,1992,1.0303838
GTM,1993,1.0233406
GTM,1994,1.0208503
GTM,1995,1.0278438
GTM,1996,1.0209563
GTM,1997,1.0166994
GTM,1998,1.0080663
GTM,1999,0.9940817
GTM,2000,0.9843655
GTM,2001,0.97855353
GTM,2002,0.9854922
GTM,2003,0.9818883
GTM,2004,0.980809
GTM,2005,0.9857307
GTM,2006,0.99059254
GTM,2007,1.0098431
GTM,2008,1.0056462
GTM,2009,0.98672557
GTM,2010,0.99050534
GTM,2011,0.9937482
GTM,2012,0.966097
GTM,2013,0.99815387
GTM,2014,0.9933382
GTM,2015,0.9889506
GTM,2016,0.9737078
GTM,2017,0.9742132
GTM,2018,0.98782915
GTM,2019,0.9827418
GTM,2020,0.9711474
GTM,2021,1
GTM,2022,1.001477
GTM,2023,0.97238827
HND,1970,1.3012626
HND,1971,1.3045472
HND,1972,1.3312141
HND,1973,1.3728815
HND,1974,1.3031406
HND,1975,1.2811203
HND,1976,1.3504332
HND,1977,1.4127969
HND,1978,1.4600679
HND,1979,1.4475411
HND,1980,1.3921632
HND,1981,1.3812544
HND,1982,1.3317454
HND,1983,1.2771299
HND,1984,1.2790381
HND,1985,1.2836313
HND,1986,1.2648003
HND,1987,1.297822
HND,1988,1.3042114
HND,1989,1.303348
HND,1990,1.2587099
HND,1991,1.2548813
HND,1992,1.2116793
HND,1993,1.2125394
HND,1994,1.1298971
HND,1995,1.1274136
HND,1996,1.0792805
HND,1997,1.0651836
HND,1998,1.0434579
HND,1999,0.95110697
HND,2000,0.98385173
HND,2001,0.9989101
HND,2002,1.0108005
HND,2003,1.0246817
HND,2004,1.0556962
HND,2005,1.0686015
HND,2006,1.0920289
HND,2007,1.1010078
HND,2008,1.0774053
HND,2009,1.0265598
HND,2010,1.0228897
HND,2011,1.0369465
HND,2012,1.0495863
HND,2013,1.0103217
HND,2014,1.0221559
HND,2015,1.0016781
HND,2016,1.0133765
HND,2017,1.0122224
HND,2018,0.9812571
HND,2019,0.9949891
HND,2020,0.9229182
HND,2021,1
HND,2022,1.0262365
HND,2023,1.0272669
HKG,1964,0.6545838
HKG,1965,0.69017184
HKG,1966,0.6573382
HKG,1967,0.63640773
HKG,1968,0.63462377
HKG,1969,0.67913324
HKG,1970,0.7108897
HKG,1971,0.707443
HKG,1972,0.7326378
HKG,1973,0.77663636
HKG,1974,0.7548911
HKG,1975,0.71266633
HKG,1976,0.77840066
HKG,1977,0.7995958
HKG,1978,0.7934267
HKG,1979,0.83384603
HKG,1980,0.82814795
HKG,1981,0.82336587
HKG,1982,0.80489254
HKG,1983,0.81808865
HKG,1984,0.85136986
HKG,1985,0.8210512
HKG,1986,0.8632514
HKG,1987,0.9333937
HKG,1988,0.9522762
HKG,1989,0.9451538
HKG,1990,0.9514801
HKG,1991,0.9569001
HKG,1992,0.9911797
HKG,1993,0.9898996
HKG,1994,0.9922119
HKG,1995,0.97547215
HKG,1996,0.9447975
HKG,1997,0.94198143
HKG,1998,0.85735875
HKG,1999,0.85323507
HKG,2000,0.87522733
HKG,2001,0.8395595
HKG,2002,0.8301064
HKG,2003,0.8364587
HKG,2004,0.87036896
HKG,2005,0.89995855
HKG,2006,0.9371028
HKG,2007,0.96339923
HKG,2008,0.96555173
HKG,2009,0.93251556
HKG,2010,0.96027243
HKG,2011,0.9608202
HKG,2012,0.9406498
HKG,2013,0.9464464
HKG,2014,0.95042396
HKG,2015,0.9517263
HKG,2016,0.97072613
HKG,2017,0.98962504
HKG,2018,0.99847627
HKG,2019,0.97871786
HKG,2020,0.94991595
HKG,2021,1
HKG,2022,0.96223503
HKG,2023,0.9788628
HUN,1974,0.7210437
HUN,1975,0.74409926
HUN,1976,0.74602425
HUN,1977,0.76923496
HUN,1978,0.776308
HUN,1979,0.76643425
HUN,1980,0.7541165
HUN,1981,0.7655783
HUN,1982,0.8001163
HUN,1983,0.80283827
HUN,1984,0.83458805
HUN,1985,0.8338025
HUN,1986,0.83959144
HUN,1987,0.8533342
HUN,1988,0.8421708
HUN,1989,0.8467002
HUN,1990,0.8262481
HUN,1991,0.75657636
HUN,1992,0.7814833
HUN,1993,0.80393517
HUN,1994,0.80008507
HUN,1995,0.81143177
HUN,1996,0.80369806
HUN,1997,0.80846924
HUN,1998,0.8214863
HUN,1999,0.8176805
HUN,2000,0.83851814
HUN,2001,0.8627529
HUN,2002,0.8899275
HUN,2003,0.9044776
HUN,2004,0.9349878
HUN,2005,0.9680193
HUN,2006,0.9877976
HUN,2007,0.9825853
HUN,2008,0.984529
HUN,2009,0.92667943
HUN,2010,0.9292372
HUN,2011,0.9451492
HUN,2012,0.9247884
HUN,2013,0.92772114
HUN,2014,0.92702746
HUN,2015,0.93564194
HUN,2016,0.9270763
HUN,2017,0.9461009
HUN,2018,0.9760002
HUN,2019,1.001378
HUN,2020,0.96926683
HUN,2021,1
HUN,2022,1.0115073
HUN,2023,0.997124
ISL,1954,0.4952806
ISL,1955,0.52778536
ISL,1956,0.53218246
ISL,1957,0.52776855
ISL,1958,0.56559026
ISL,1959,0.5632841
ISL,1960,0.56712276
ISL,1961,0.5519466
ISL,1962,0.57782567
ISL,1963,0.61614996
ISL,1964,0.6210974
ISL,1965,0.6325035
ISL,1966,0.65715545
ISL,1967,0.6378653
ISL,1968,0.5968034
ISL,1969,0.6062565
ISL,1970,0.6307319
ISL,1971,0.67834836
ISL,1972,0.70010936
ISL,1973,0.7160681
ISL,1974,0.7222497
ISL,1975,0.7092341
ISL,1976,0.7275693
ISL,1977,0.78355473
ISL,1978,0.81055593
ISL,1979,0.8321369
ISL,1980,0.84479547
ISL,1981,0.8372839
ISL,1982,0.821609
ISL,1983,0.7905946
ISL,1984,0.8025351
ISL,1985,0.7951401
ISL,1986,0.81671566
ISL,1987,0.8371327
ISL,1988,0.84036297
ISL,1989,0.8413388
ISL,1990,0.84748244
ISL,1991,0.83330536
ISL,1992,0.7969644
ISL,1993,0.79855734
ISL,1994,0.8260483
ISL,1995,0.8083773
ISL,1996,0.82619554
ISL,1997,0.8155495
ISL,1998,0.8251507
ISL,1999,0.8255128
ISL,2000,0.8172543
ISL,2001,0.8211365
ISL,2002,0.83405846
ISL,2003,0.85055035
ISL,2004,0.8991052
ISL,2005,0.9059759
ISL,2006,0.9050009
ISL,2007,0.941771
ISL,2008,0.9436505
ISL,2009,0.9453302
ISL,2010,0.92329973
ISL,2011,0.9228448
ISL,2012,0.9255003
ISL,2013,0.95177805
ISL,2014,0.9520898
ISL,2015,0.96486765
ISL,2016,0.97855234
ISL,2017,0.983257
ISL,2018,1.0009459
ISL,2019,1.0140873
ISL,2020,0.97097087
ISL,2021,1
ISL,2022,1.0272462
ISL,2023,1.0404109
IND,1954,0.630581
IND,1955,0.62393194
IND,1956,0.6259805
IND,1957,0.6174471
IND,1958,0.6543497
IND,1959,0.6459696
IND,1960,0.6795352
IND,1961,0.6884475
IND,1962,0.6862967
IND,1963,0.7130154
IND,1964,0.7402725
IND,1965,0.69770914
IND,1966,0.67487997
IND,1967,0.71724015
IND,1968,0.7392256
IND,1969,0.8038388
IND,1970,0.81281686
IND,1971,0.79210114
IND,1972,0.75543386
IND,1973,0.7511153
IND,1974,0.7316336
IND,1975,0.76802564
IND,1976,0.74873906
IND,1977,0.7677709
IND,1978,0.7774637
IND,1979,0.7076668
IND,1980,0.7247725
IND,1981,0.7363879
IND,1982,0.7303593
IND,1983,0.748961
IND,1984,0.744382
IND,1985,0.7498925
IND,1986,0.7494078
IND,1987,0.7418282
IND,1988,0.77465546
IND,1989,0.780997
IND,1990,0.7816229
IND,1991,0.7549063
IND,1992,0.76043904
IND,1993,0.76327264
IND,1994,0.7841832
IND,1995,0.81183773
IND,1996,0.83463466
IND,1997,0.8273441
IND,1998,0.8369094
IND,1999,0.86283046
IND,2000,0.84915006
IND,2001,0.8428673
IND,2002,0.83258736
IND,2003,0.8541612
IND,2004,0.87125516
IND,2005,0.89250463
IND,2006,0.9139336
IND,2007,0.9249166
IND,2008,0.90021116
IND,2009,0.91748923
IND,2010,0.94136083
IND,2011,0.93340605
IND,2012,0.9361628
IND,2013,0.94183373
IND,2014,0.9717498
IND,2015,1.009523
IND,2016,1.0510694
IND,2017,1.0704671
IND,2018,1.0848575
IND,2019,1.0356905
IND,2020,0.95557636
IND,2021,1
IND,2022,1.0002325
IND,2023,1.0105311
IDN,1964,0.81554914
IDN,1965,0.8088714
IDN,1966,0.8152098
IDN,1967,0.8208452
IDN,1968,0.859926
IDN,1969,0.8438923
IDN,1970,0.8872527
IDN,1971,0.91079134
IDN,1972,0.9553635
IDN,1973,0.9933219
IDN,1974,1.0096617
IDN,1975,1.0095991
IDN,1976,1.0214086
IDN,1977,1.0468296
IDN,1978,1.0619543
IDN,1979,1.0614159
IDN,1980,1.0749665
IDN,1981,1.0598963
IDN,1982,1.0080628
IDN,1983,1.0148498
IDN,1984,1.0114796
IDN,1985,0.96822524
IDN,1986,0.9579607
IDN,1987,0.9409664
IDN,1988,0.9199758
IDN,1989,0.91828424
IDN,1990,0.92302644
IDN,1991,0.94112355
IDN,1992,0.954506
IDN,1993,0.97071576
IDN,1994,0.9635122
IDN,1995,0.9756083
IDN,1996,0.98119843
IDN,1997,0.96035326
IDN,1998,0.7924384
IDN,1999,0.77549416
IDN,2000,0.7849618
IDN,2001,0.7849674
IDN,2002,0.8012355
IDN,2003,0.8100039
IDN,2004,0.81737757
IDN,2005,0.83725256
IDN,2006,0.8517484
IDN,2007,0.85680896
IDN,2008,0.8663476
IDN,2009,0.86818683
IDN,2010,0.87611884
IDN,2011,0.90294677
IDN,2012,0.92050004
IDN,2013,0.9597049
IDN,2014,0.9551126
IDN,2015,0.9592966
IDN,2016,0.9752807
IDN,2017,0.98681927
IDN,2018,1.0060635
IDN,2019,1.0080156
IDN,2020,0.9805864
IDN,2021,1
IDN,2022,0.9904193
IDN,2023,0.9955157
IRN,1959,3.1898363
IRN,1960,3.329726
IRN,1961,3.4323907
IRN,1962,3.440403
IRN,1963,3.4572504
IRN,1964,3.446691
IRN,1965,3.6017306
IRN,1966,3.6730666
IRN,1967,3.7754815
IRN,1968,3.8740947
IRN,1969,4.0576553
IRN,1970,2.3634691
IRN,1971,2.5604677
IRN,1972,2.7294564
IRN,1973,2.7225776
IRN,1974,2.673969
IRN,1975,2.4125593
IRN,1976,2.5073178
IRN,1977,2.2263305
IRN,1978,1.811457
IRN,1979,1.5463324
IRN,1980,1.1821752
IRN,1981,1.0662117
IRN,1982,1.2592448
IRN,1983,1.326303
IRN,1985,1.1584446
IRN,1986,1.0597098
IRN,1987,1.0271944
IRN,1988,0.94452274
IRN,1989,0.9739216
IRN,1990,1.0751588
IRN,1991,1.1446414
IRN,1992,1.1417481
IRN,1993,1.1027969
IRN,1994,1.0661352
IRN,1995,1.0667831
IRN,1996,1.1156273
IRN,1997,1.0932362
IRN,1998,1.0647541
IRN,1999,1.0507127
IRN,2000,1.0421896
IRN,2001,1.0049243
IRN,2002,1.0327494
IRN,2003,1.0569268
IRN,2004,1.0165043
IRN,2005,1.0012431
IRN,2006,1.0089071
IRN,2007,1.0491085
IRN,2008,1.026639
IRN,2009,1.0119027
IRN,2010,1.046854
IRN,2011,1.0425432
IRN,2012,0.96618146
IRN,2013,0.93521345
IRN,2014,0.9705109
IRN,2015,0.92670906
IRN,2016,1.0018729
IRN,2017,0.98793423
IRN,2018,0.9697938
IRN,2019,0.91707844
IRN,2020,0.9795497
IRN,2021,1
IRN,2022,1.027577
IRN,2023,1.0572435
IRQ,1974,1.5926229
IRQ,1975,1.571359
IRQ,1976,1.6501498
IRQ,1977,1.5133443
IRQ,1978,1.5657679
IRQ,1979,1.7244017
IRQ,1980,1.5814967
IRQ,1981,1.081238
IRQ,1982,0.93982315
IRQ,1983,0.83750105
IRQ,1984,0.83559424
IRQ,1985,0.8344438
IRQ,1986,0.896528
IRQ,1987,1.0573455
IRQ,1988,1.065858
IRQ,1989,0.9317503
IRQ,1990,0.9076508
IRQ,1991,0.31711522
IRQ,1992,0.40636525
IRQ,1999,1.468928
IRQ,2000,1.4795228
IRQ,2001,1.4544331
IRQ,2002,1.3325132
IRQ,2003,0.8513101
IRQ,2004,1.2712226
IRQ,2005,1.155585
IRQ,2006,1.1015142
IRQ,2007,1.1218132
IRQ,2008,1.1329657
IRQ,2009,1.133158
IRQ,2010,1.1286771
IRQ,2011,1.1339808
IRQ,2012,1.2082037
IRQ,2013,1.1779332
IRQ,2014,1.0806677
IRQ,2015,1.0348048
IRQ,2016,1.1365218
IRQ,2017,1.1016258
IRQ,2018,1.0999612
IRQ,2019,1.1067464
IRQ,2020,0.996102
IRQ,2021,1
IRQ,2022,1.0409292
IRQ,2023,0.9989181
IRL,1954,0.30801424
IRL,1955,0.31800887
IRL,1956,0.30683908
IRL,1957,0.30390963
IRL,1958,0.30485648
IRL,1959,0.31849217
IRL,1960,0.32781428
IRL,1961,0.3381832
IRL,1962,0.3408176
IRL,1963,0.34732395
IRL,1964,0.35145304
IRL,1965,0.3497601
IRL,1966,0.3434929
IRL,1967,0.3545075
IRL,1968,0.37587255
IRL,1969,0.3882752
IRL,1970,0.38687444
IRL,1971,0.38719654
IRL,1972,0.40534034
IRL,1973,0.4072884
IRL,1974,0.41564748
IRL,1975,0.43461388
IRL,1976,0.43348798
IRL,1977,0.4516564
IRL,1978,0.46685064
IRL,1979,0.45480412
IRL,1980,0.46525633
IRL,1981,0.47465956
IRL,1982,0.47906268
IRL,1983,0.47486722
IRL,1984,0.49766773
IRL,1985,0.50785124
IRL,1986,0.49737114
IRL,1987,0.5178925
IRL,1988,0.5383493
IRL,1989,0.5606871
IRL,1990,0.5836169
IRL,1991,0.59436214
IRL,1992,0.6148154
IRL,1993,0.6245781
IRL,1994,0.6392531
IRL,1995,0.67082626
IRL,1996,0.6983978
IRL,1997,0.74955624
IRL,1998,0.7766671
IRL,1999,0.79872984
IRL,2000,0.82546663
IRL,2001,0.8296879
IRL,2002,0.8435073
IRL,2003,0.83569944
IRL,2004,0.84820795
IRL,2005,0.8393923
IRL,2006,0.83021283
IRL,2007,0.83108073
IRL,2008,0.78606814
IRL,2009,0.77957094
IRL,2010,0.80067986
IRL,2011,0.81138754
IRL,2012,0.7968269
IRL,2013,0.7882827
IRL,2014,0.83096325
IRL,2015,0.97046274
IRL,2016,0.89132315
IRL,2017,0.9062946
IRL,2018,0.92547876
IRL,2019,0.8511725
IRL,2020,0.88451105
IRL,2021,1
IRL,2022,1.050032
IRL,2023,0.9752018
ISR,1954,0.5705401
ISR,1955,0.6196032
ISR,1956,0.6488089
ISR,1957,0.6757434
ISR,1958,0.69819945
ISR,1959,0.7508287
ISR,1960,0.77202374
ISR,1961,0.80987245
ISR,1962,0.8312338
ISR,1963,0.86662513
ISR,1964,0.8871668
ISR,1965,0.82313603
ISR,1966,0.85382277
ISR,1967,0.83635575
ISR,1968,0.83032644
ISR,1969,0.91253144
ISR,1970,0.9881862
ISR,1971,1.0185435
ISR,1972,1.0565143
ISR,1973,1.0391927
ISR,1974,1.0709565
ISR,1975,1.0625579
ISR,1976,1.0259942
ISR,1977,0.9904105
ISR,1978,0.9900178
ISR,1979,1.0032022
ISR,1980,0.9989215
ISR,1981,1.0243025
ISR,1982,0.9968885
ISR,1983,0.9844327
ISR,1984,0.9548381
ISR,1985,0.977403
ISR,1986,0.9721327
ISR,1987,1.0035803
ISR,1988,1.0034845
ISR,1989,0.99309367
ISR,1990,0.96490896
ISR,1991,0.9770516
ISR,1992,0.98345643
ISR,1993,0.95435435
ISR,1994,0.95358753
ISR,1995,0.96722215
ISR,1996,0.9522799
ISR,1997,0.9378188
ISR,1998,0.9376627
ISR,1999,0.9197738
ISR,2000,0.94688475
ISR,2001,0.9401896
ISR,2002,0.91219944
ISR,2003,0.9139219
ISR,2004,0.93525577
ISR,2005,0.9414156
ISR,2006,0.9567586
ISR,2007,0.9625414
ISR,2008,0.9500258
ISR,2009,0.9344341
ISR,2010,0.95132464
ISR,2011,0.96537566
ISR,2012,0.951151
ISR,2013,0.95691353
ISR,2014,0.9610088
ISR,2015,0.9558087
ISR,2016,0.95128924
ISR,2017,0.9555102
ISR,2018,0.95775616
ISR,2019,0.9656446
ISR,2020,0.97070855
ISR,2021,1
ISR,2022,0.99769014
ISR,2023,0.9791219
ITA,1954,0.6845704
ITA,1955,0.6988714
ITA,1956,0.704616
ITA,1957,0.70835793
ITA,1958,0.71939147
ITA,1959,0.742856
ITA,1960,0.77472675
ITA,1961,0.81011194
ITA,1962,0.8430807
ITA,1963,0.87280875
ITA,1964,0.87737924
ITA,1965,0.91516006
ITA,1966,0.9528143
ITA,1967,0.98054576
ITA,1968,1.0210716
ITA,1969,1.057261
ITA,1970,1.1448966
ITA,1971,1.1374329
ITA,1972,1.1450809
ITA,1973,1.1785711
ITA,1974,1.2022561
ITA,1975,1.1508464
ITA,1976,1.1937442
ITA,1977,1.2040926
ITA,1978,1.2132714
ITA,1979,1.2445995
ITA,1980,1.2365365
ITA,1981,1.212517
ITA,1982,1.1858104
ITA,1983,1.1737949
ITA,1984,1.1911741
ITA,1985,1.1956562
ITA,1986,1.1950638
ITA,1987,1.1993144
ITA,1988,1.2103244
ITA,1989,1.222156
ITA,1990,1.2131171
ITA,1991,1.1978395
ITA,1992,1.1897379
ITA,1993,1.1835237
ITA,1994,1.2013854
ITA,1995,1.2160287
ITA,1996,1.2082894
ITA,1997,1.2112771
ITA,1998,1.1996963
ITA,1999,1.191174
ITA,2000,1.2072784
ITA,2001,1.2002605
ITA,2002,1.1762275
ITA,2003,1.1539768
ITA,2004,1.1493715
ITA,2005,1.1382097
ITA,2006,1.1284056
ITA,2007,1.1181365
ITA,2008,1.0944794
ITA,2009,1.0474653
ITA,2010,1.0565966
ITA,2011,1.0557088
ITA,2012,1.0315197
ITA,2013,1.0238621
ITA,2014,1.0205703
ITA,2015,1.020091
ITA,2016,1.0170454
ITA,2017,1.0199482
ITA,2018,1.0150014
ITA,2019,1.0114431
ITA,2020,0.9809488
ITA,2021,1
ITA,2022,1.0082537
ITA,2023,0.9869169
JAM,1957,1.0953852
JAM,1958,1.1156353
JAM,1959,1.127792
JAM,1960,1.1821285
JAM,1961,1.2246248
JAM,1962,1.2300903
JAM,1963,1.299248
JAM,1964,1.3402978
JAM,1965,1.3515313
JAM,1966,1.3296076
JAM,1967,1.3087972
JAM,1968,1.288279
JAM,1969,1.2932082
JAM,1970,1.450073
JAM,1971,1.4715343
JAM,1972,1.57848
JAM,1973,1.5538164
JAM,1974,1.4510301
JAM,1975,1.4179242
JAM,1976,1.322657
JAM,1977,1.2885356
JAM,1978,1.2747034
JAM,1979,1.2604599
JAM,1980,1.1818916
JAM,1981,1.1820403
JAM,1982,1.1949174
JAM,1983,1.2014959
JAM,1984,1.1522326
JAM,1985,1.0904268
JAM,1986,1.0902379
JAM,1987,1.1427512
JAM,1988,1.1414766
JAM,1989,1.1782446
JAM,1990,1.2207158
JAM,1991,1.2074583
JAM,1992,1.2965168
JAM,1993,1.2988805
JAM,1994,1.2726822
JAM,1995,1.2372417
JAM,1996,1.2119565
JAM,1997,1.181119
JAM,1998,1.142944
JAM,1999,1.1627961
JAM,2000,1.1671426
JAM,2001,1.15963
JAM,2002,1.0918694
JAM,2003,1.114851
JAM,2004,1.1193271
JAM,2005,1.1172811
JAM,2006,1.099231
JAM,2007,1.0906917
JAM,2008,1.0739783
JAM,2009,1.0549973
JAM,2010,1.057921
JAM,2011,1.0831349
JAM,2012,1.072307
JAM,2013,1.0733836
JAM,2014,1.0686933
JAM,2015,1.0661136
JAM,2016,1.0519847
JAM,2017,1.0399845
JAM,2018,1.0463707
JAM,2019,1.0323443
JAM,2020,0.9842379
JAM,2021,1
JAM,2022,0.9997629
JAM,2023,0.99997526
JPN,1954,0.6004357
JPN,1955,0.6083876
JPN,1956,0.61623824
JPN,1957,0.6222643
JPN,1958,0.6268264
JPN,1959,0.6490788
JPN,1960,0.6805415
JPN,1961,0.7035934
JPN,1962,0.71352905
JPN,1963,0.7262763
JPN,1964,0.75061363
JPN,1965,0.7489196
JPN,1966,0.7702099
JPN,1967,0.79083306
JPN,1968,0.82188326
JPN,1969,0.8537134
JPN,1970,0.8724994
JPN,1971,0.8552816
JPN,1972,0.87280893
JPN,1973,0.88380647
JPN,1974,0.851964
JPN,1975,0.85835576
JPN,1976,0.85430443
JPN,1977,0.8586505
JPN,1978,0.87068576
JPN,1979,0.88306886
JPN,1980,0.8759907
JPN,1981,0.8868612
JPN,1982,0.8920553
JPN,1983,0.8993858
JPN,1984,0.9125141
JPN,1985,0.9390427
JPN,1986,0.94537264
JPN,1987,0.96162933
JPN,1988,0.9878803
JPN,1989,1.0047711
JPN,1990,1.0212523
JPN,1991,1.0272278
JPN,1992,1.0161464
JPN,1993,1.0051389
JPN,1994,0.99996245
JPN,1995,1.0033988
JPN,1996,1.0096586
JPN,1997,1.0020328
JPN,1998,0.9847238
JPN,1999,0.97745866
JPN,2000,0.98958504
JPN,2001,0.98855996
JPN,2002,0.99095833
JPN,2003,0.99645615
JPN,2004,1.0039294
JPN,2005,1.0118932
JPN,2006,1.009513
JPN,2007,1.0143917
JPN,2008,1.0016049
JPN,2009,0.96292824
JPN,2010,0.9951538
JPN,2011,0.99475014
JPN,2012,1.0014651
JPN,2013,1.0174806
JPN,2014,1.0105815
JPN,2015,1.0184702
JPN,2016,1.0163443
JPN,2017,1.0210351
JPN,2018,1.0180811
JPN,2019,1.0141984
JPN,2020,0.985455
JPN,2021,1
JPN,2022,0.9976663
JPN,2023,1.0049875
JOR,1958,1.9892671
JOR,1959,2.2035766
JOR,1960,2.178792
JOR,1961,2.3896697
JOR,1962,2.251608
JOR,1963,2.256571
JOR,1964,2.3974004
JOR,1965,2.4699173
JOR,1966,2.3717859
JOR,1967,2.4245033
JOR,1968,2.173972
JOR,1969,2.1035223
JOR,1970,1.7607933
JOR,1971,1.6739116
JOR,1972,1.6686476
JOR,1973,1.4667511
JOR,1974,1.3820761
JOR,1975,1.2944295
JOR,1976,1.373195
JOR,1977,1.3305341
JOR,1978,1.4018205
JOR,1979,1.5644374
JOR,1980,1.6141133
JOR,1981,1.6491879
JOR,1982,1.5980546
JOR,1983,1.4506454
JOR,1984,1.3979241
JOR,1985,1.2797798
JOR,1986,1.2775743
JOR,1987,1.1992131
JOR,1988,1.1400822
JOR,1989,0.9723952
JOR,1990,0.9210795
JOR,1991,0.88762367
JOR,1992,0.958022
JOR,1993,0.9232032
JOR,1994,0.8851211
JOR,1995,0.8725913
JOR,1996,0.85113335
JOR,1997,0.8496086
JOR,1998,0.85068285
JOR,1999,0.85488313
JOR,2000,0.86820346
JOR,2001,0.9112959
JOR,2002,0.9557885
JOR,2003,0.98228383
JOR,2004,1.0215216
JOR,2005,1.0395218
JOR,2006,1.0693088
JOR,2007,1.0643784
JOR,2008,1.0829816
JOR,2009,1.0757928
JOR,2010,1.0543662
JOR,2011,1.0440018
JOR,2012,1.0545524
JOR,2013,1.0795105
JOR,2014,1.0766894
JOR,2015,1.0276264
JOR,2016,0.99838156
JOR,2017,0.9968479
JOR,2018,1.0127085
JOR,2019,0.9867264
JOR,2020,0.95791423
JOR,2021,1
JOR,2022,0.9807748
JOR,2023,0.98035264
KAZ,1994,0.59871864
